분류,코드값,상세설명
직업,25113,사회과학·경영 및 법학 교수
직업,25114,자연과학·수학 및 통계학 교수
직업,25115,정보 통신기술 분야 교수
직업,25116,공학·제조 및 건설 분야 교수
직업,25117,농림·수산업 및 수의학 교수
직업,25118,보건 및 복지 교수
직업,25119,체육 및 그 외 분야 교수
직업,25121,교육 분야 시간강사
직업,25122,예술 및 인문학 시간강사
직업,25123,사회과학·경영 및 법학 시간강사
직업,25124,자연과학·수학 및 통계학 시간강사
직업,25125,정보 통신기술 분야 시간강사
직업,25126,공학·제조 및 건설 분야 시간강사
직업,25127,농림·수산업 및 수의학 시간강사
직업,25128,보건 및 복지 시간강사
직업,25129,체육 및 그 외 분야 시간강사
직업,25211,국어 교사
직업,25212,수학 교사
직업,25213,사회 교사
직업,23518,항공기·철도 차량 공학 기술자 및 연구원
직업,23519,그 외 기계공학 기술자 및 연구원
직업,23520,로봇공학 기술자 및 연구원
직업,23531,기계공학 시험원
직업,23532,로봇공학 시험원
직업,23610,방재 기술자 및 연구원
직업,23621,소방설계 기술자 및 연구원
직업,23622,소방시설 공사 기술자 및 연구원
직업,23623,소방 공사 감리 기술자 및 연구원
직업,23629,그 외 소방공학 기술자 및 연구원
직업,23630,소방공학 시험원
직업,23641,산업 안전원
직업,23642,위험 관리원
직업,23649,그 외 산업 안전 및 위험 관리원
직업,23651,보건 위생 검사원
직업,23652,환경 검사원
직업,23660,비파괴 검사원
직업,23711,대기 환경 기술자 및 연구원
직업,23712,수질 환경 기술자 및 연구원
직업,23713,토양 환경 기술자 및 연구원
직업,23714,소음 진동 기술자 및 연구원
직업,23715,폐기물 처리 기술자 및 연구원
직업,23716,환경 영향 평가원
직업,23719,그 외 환경공학 기술자 및 연구원
직업,23720,가스·에너지 기술자 및 연구원
직업,23731,대기 환경 시험원
직업,23732,수질 환경 시험원
직업,23733,토양 환경 시험원
직업,23734,소음 진동 시험원
직업,23735,폐기물 처리 시험원
직업,23736,환경 영향 시험원
직업,23739,그 외 환경공학 관련 시험원
직업,23740,가스 및 에너지 시험원
직업,23811,비행기 조종사
직업,23812,헬리콥터 조종사
직업,23821,선장
직업,23822,항해사
직업,23823,선박 기관사
직업,23824,도선사
직업,23831,항공교통 관제사
직업,23832,선박교통 관제사
직업,23833,철도교통 관제사
직업,23910,식품공학 기술자 및 연구원
직업,23921,섬유 소재 개발 기술자 및 연구원
직업,23922,섬유 공정 개발 기술자 및 연구원
직업,23923,염색 개발 공학 기술자 및 연구원
직업,23930,식품공학 시험원
직업,23940,섬유공학 시험원
직업,23951,건축 제도사
직업,23952,토목 제도사
직업,23953,기계 제도사
직업,23954,전기 및 전자 장비 제도사
직업,23959,그 외 제도사
직업,23990,그 외 공학 관련 기술자 및 시험원
직업,24111,내과 전문 의사
직업,24112,외과 전문 의사
직업,24113,소아청소년과 전문 의사
직업,24114,산부인과 전문 의사
직업,24115,정신건강의학과 및 신경과 전문 의사
직업,24116,안과 및 이비인후과 전문 의사
직업,24117,피부과 및 비뇨기과 전문 의사
직업,24118,영상의학과 및 병리과 전문 의사
직업,24119,그 외 전문 의사
직업,23124,건축설비 기술자
직업,23125,건축안전 기술자
직업,23126,건축에너지 관리 및 평가 기술자
직업,23129,그 외 건축 관련 기술자
직업,23131,토목구조 설계 기술자
직업,23132,토목감리 기술자
직업,23133,토목시공 기술자
직업,23134,토목안전 기술자
직업,23139,그 외 토목 관련 기술자
직업,23141,조경 계획 및 설계 기술자
직업,23142,조경감리 기술자
직업,23149,그 외 조경 관련 기술자
직업,23151,도시 계획 및 설계가
직업,23152,교통 계획 및 설계가
직업,23153,교통안전 연구원
직업,23154,교통영향 평가원
직업,23159,그 외 도시 및 교통 관련 전문가
직업,23161,측량 및 지리 정보 기술자
직업,23162,사진측량 및 분석가
직업,23163,지도 제작 기술자
직업,23164,지리 정보 시스템 전문가
직업,23170,건설자재 시험원
직업,23211,석유화학 기술자 및 연구원
직업,23212,고무·플라스틱 기술자 및 연구원
직업,23213,농약·비료 기술자 및 연구원
직업,23214,도료제품 기술자 및 연구원
직업,23215,화장품·비누제품 기술자 및 연구원
직업,23219,그 외 화학공학 기술자 및 연구원
직업,23221,석유화학 시험원
직업,23222,고무 및 플라스틱 시험원
직업,23223,농약 및 비료 시험원
직업,23224,도료제품 시험원
직업,23225,화장품 및 비누제품 시험원
직업,23229,그 외 화학공학 시험원
직업,23311,금속공학 기술자 및 연구원
직업,23312,요업·세라믹공학 기술자 및 연구원
직업,23313,시멘트공학 기술자 및 연구원
직업,23319,그 외 금속·재료 공학 기술자 및 연구원
직업,23321,금속공학 시험원
직업,23322,요업 및 세라믹 공학 시험원
직업,23323,시멘트공학 시험원
직업,23329,그 외 금속 및 재료 공학 시험원
직업,23411,전기제품 개발 기술자 및 연구원
직업,23412,발전설비 기술자 및 연구원
직업,23413,송배전설비 기술자 및 연구원
직업,23414,전기계측 제어 기술자 및 연구원
직업,23415,전기 감리 기술자 및 연구원
직업,23416,전기 안전 기술자 및 연구원
직업,23419,그 외 전기공학 기술자 및 연구원
직업,23421,전자제품 개발 기술자 및 연구원
직업,23422,반도체공학 기술자 및 연구원
직업,23423,전자계측 제어 기술자 및 연구원
직업,23424,전자 의료기기 개발 기술자 및 연구원
직업,23429,그 외 전자공학 기술자 및 연구원
직업,23431,전기공학 시험원
직업,23432,전자공학 시험원
직업,23511,금형공학 기술자 및 연구원
직업,23512,플랜트공학 기술자 및 연구원
직업,23513,냉난방·공조공학 기술자 및 연구원
직업,23514,건설기계공학 기술자 및 연구원
직업,23515,산업기계공학 기술자 및 연구원
직업,23516,자동차공학 기술자 및 연구원
직업,23517,조선공학 기술자 및 연구원
직업,21117,식품학 연구원
직업,21118,축산 및 수의학 연구원
직업,21119,그 외 생명과학 연구원
직업,21121,물리학 연구원
직업,21122,화학 연구원
직업,21123,수학 및 통계학 연구원
직업,21124,지구 및 기상 과학 연구원
직업,21125,천문 및 우주 과학 연구원
직업,21129,그 외 자연과학 연구원
직업,21211,철학 연구원
직업,21212,역사학 연구원
직업,21213,언어학 및 문학 연구원
직업,21214,인류학 연구원
직업,21215,교육학 연구원
직업,21216,심리학 연구원
직업,21219,그 외 인문과학 연구원
직업,21221,정치학 연구원
직업,21222,경제학 연구원
직업,21223,경영학 연구원
직업,21224,사회학 연구원
직업,21225,사회복지학 연구원
직업,21226,언론학 연구원
직업,21229,그 외 사회과학 연구원
직업,21311,생물학 시험원
직업,21312,의료과학 시험원
직업,21319,그 외 생명과학 시험원
직업,21321,농업 시험원
직업,21322,임업 시험원
직업,21323,어업 시험원
직업,21331,물리학 시험원
직업,21332,화학 시험원
직업,21333,지구 및 기상 과학 시험원
직업,21334,천문 및 우주 과학 시험원
직업,21339,그 외 자연과학 시험원
직업,22110,컴퓨터 하드웨어 기술자 및 연구원
직업,22121,통신기기 기술자 및 연구원
직업,22122,통신장비 기술자 및 연구원
직업,22123,통신기술 기술자 및 연구원
직업,22124,통신망 운영 기술자 및 연구원
직업,22129,그 외 통신공학 기술자 및 연구원
직업,22211,정보 통신 컨설턴트
직업,22212,컴퓨터 시스템 감리 전문가
직업,22213,컴퓨터 시스템 설계 및 분석가
직업,22221,시스템 소프트웨어 설계 및 분석가
직업,22222,시스템 소프트웨어 프로그래머
직업,22231,범용 소프트웨어 프로그래머
직업,22232,산업 특화 소프트웨어 프로그래머
직업,22233,모바일 애플리케이션 프로그래머
직업,22234,게임 프로그래머
직업,22235,네트워크 프로그래머
직업,22239,그 외 응용 소프트웨어 프로그래머
직업,22241,웹 프로그래머
직업,22242,웹 기획자
직업,22290,그 외 컴퓨터 시스템 및 소프트웨어 전문가
직업,22311,데이터 설계 및 프로그래머
직업,22312,데이터 분석가
직업,22313,데이터 관리 및 운영자
직업,22320,네트워크 시스템 개발자
직업,22330,정보 보안 전문가
직업,22390,그 외 데이터 및 네트워크 관련 전문가
직업,22410,정보 시스템 운영자
직업,22420,웹 운영자
직업,22501,통신장비 기사
직업,22502,방송 송출 장비 기사
직업,23110,건축가
직업,23121,건축구조 기술자
직업,23122,건축감리 기술자
직업,23123,건축시공 기술자
직업,13113,생명 및 자연과학 연구 관리자
직업,13114,공학 연구 관리자
직업,13119,그 외 연구 관리자
직업,13121,대학교 총장 및 대학 학장
직업,13122,중·고등학교 교장 및 교감
직업,13123,초등학교 교장 및 교감
직업,13124,유치원 원장
직업,13129,그 외 교육 관련 관리자
직업,13131,법률 관리자
직업,13132,경찰 관리자
직업,13133,소방 관리자
직업,13134,교도 관리자
직업,13201,보험 관리자
직업,13202,금융 관리자
직업,13310,보건 의료 관련 관리자
직업,13320,사회복지 관련 관리자
직업,13401,공연·전시 예술 관련 관리자
직업,13402,디자인 관련 관리자
직업,13403,방송·출판 및 영상 관련 관리자
직업,13501,컴퓨터 하드웨어 개발 관리자
직업,13502,컴퓨터 소프트웨어 개발 관리자
직업,13503,컴퓨터 운영 관리자
직업,13504,통신 관리자
직업,13509,그 외 정보 통신 관련 관리자
직업,13901,시장 및 여론 조사 관리자
직업,13902,부동산 및 임대업 관리자
직업,13903,공동주택 관리자
직업,13904,인력 공급 및 알선 서비스 관리자
직업,13909,그 외 전문 서비스 관리자
직업,14111,건축 관련 관리자
직업,14112,토목 관련 관리자
직업,14113,조경 관련 관리자
직업,14114,광업 관련 관리자
직업,14121,전기 관련 관리자
직업,14122,가스 관련 관리자
직업,14123,수도 관련 관리자
직업,14124,증기 및 온수 관련 관리자
직업,14131,식품 생산 관리자
직업,14132,섬유 및 의복 제품 생산 관리자
직업,14133,화학제품 생산 관리자
직업,14134,금속제품 생산 관리자
직업,14135,기계제품 생산 관리자
직업,14136,전기 및 전자 제품 생산 관리자
직업,14139,그 외 제품 생산 관련 관리자
직업,14901,농림·어업 관련 관리자
직업,14902,수리 및 정비 관련 관리자
직업,14909,그 외 건설·전기 및 생산 관련 관리자
직업,15111,영업 관련 관리자
직업,15112,판매 관련 관리자
직업,15113,무역 관련 관리자
직업,15121,육상운송 관련 관리자
직업,15122,해상운송 관련 관리자
직업,15123,항공운송 관련 관리자
직업,15211,숙박 관련 관리자
직업,15212,여행 관련 관리자
직업,15213,오락 및 스포츠 관련 관리자
직업,15219,그 외 숙박·여행·오락 및 스포츠 관련 관리자
직업,15220,음식 서비스 관련 관리자
직업,15301,환경 관련 관리자
직업,15302,청소 관련 관리자
직업,15303,경비 관련 관리자
직업,15901,회원 단체 관련 관리자
직업,15909,그 외 판매 및 고객 서비스 관리자
직업,21111,생물학 연구원
직업,21112,의학 연구원
직업,21113,약학 연구원
직업,21114,농학 연구원
직업,21115,임학 연구원
직업,21116,수산학 연구원
산업,01,농업
산업,011,작물 재배업
산업,0111,곡물 및 기타 식량작물 재배업
산업,01110,곡물 및 기타 식량작물 재배업
산업,0112,"채소, 화훼작물 및 종묘 재배업"
산업,01121,채소작물 재배업
산업,01122,화훼작물 재배업
산업,01123,종자 및 묘목 생산업
산업,0113,"과실, 음료용 및 향신용 작물 재배업"
산업,01131,과실작물 재배업
산업,01132,음료용 및 향신용 작물 재배업
산업,0114,기타 작물 재배업
산업,01140,기타 작물 재배업
산업,0115,시설작물 재배업
산업,01151,"채소, 화훼 및 과실작물 시설 재배업"
산업,01159,기타 시설작물 재배업
산업,012,축산업
산업,0121,소 사육업
산업,01211,젖소 사육업
산업,01212,육우 사육업
산업,0122,양돈업
산업,01220,양돈업
산업,0123,가금류 및 조류 사육업
산업,01231,양계업
산업,01239,기타 가금류 및 조류 사육업
산업,0129,기타 축산업
산업,01291,말 및 양 사육업
산업,01299,그 외 기타 축산업
산업,013,작물재배 및 축산 복합농업
산업,0130,작물재배 및 축산 복합농업
산업,01300,작물재배 및 축산 복합농업
산업,014,작물재배 및 축산 관련 서비스업
산업,0141,작물재배 관련 서비스업
산업,01411,작물재배 지원 서비스업
산업,01412,"농산물 건조, 선별 및 기타 수확 후 서비스업"
산업,0142,축산 관련 서비스업
산업,01420,축산 관련 서비스업
산업,015,수렵 및 관련 서비스업
산업,0150,수렵 및 관련 서비스업
산업,01500,수렵 및 관련 서비스업
산업,02,임업
산업,020,임업
산업,0201,영림업
산업,02011,임업용 종묘 생산업
산업,02012,육림업
산업,0202,벌목업
산업,02020,벌목업
산업,0203,임산물 채취업
산업,02030,임산물 채취업
산업,0204,임업 관련 서비스업
산업,02040,임업 관련 서비스업
산업,03,어업
산업,031,어로 어업
산업,0311,해수면 어업
산업,03111,원양 어업
산업,03112,연근해 어업
산업,0312,내수면 어업
산업,03120,내수면 어업
산업,032,양식어업 및 어업관련 서비스업
산업,0321,양식 어업
산업,03211,해수면 양식 어업
산업,03212,내수면 양식 어업
산업,03213,수산물 부화 및 수산 종자 생산업
산업,0322,어업 관련 서비스업
산업,03220,어업 관련 서비스업
산업,05,"석탄, 원유 및 천연가스 광업"
산업,051,석탄 광업
산업,0510,석탄 광업
산업,05100,석탄 광업
산업,052,원유 및 천연가스 채굴업
산업,0520,원유 및 천연가스 채굴업
산업,05200,원유 및 천연가스 채굴업
산업,06,금속 광업
산업,061,철 광업
산업,0610,철 광업
산업,06100,철 광업
산업,062,비철금속 광업
산업,0620,비철금속 광업
산업,06200,비철금속 광업
산업,07,비금속광물 광업; 연료용 제외
산업,071,토사석 광업
산업,0711,석회석 및 점토 광업
산업,07110,석회석 및 점토 광업
산업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
산업,07121,건설용 석재 채굴 및 쇄석 생산업
산업,07122,모래 및 자갈 채취업
산업,072,기타 비금속광물 광업
산업,0721,화학용 및 비료 원료용 광물 광업
산업,07210,화학용 및 비료 원료용 광물 광업
산업,0722,천일염 생산 및 암염 채취업
산업,07220,천일염 생산 및 암염 채취업
산업,0729,그 외 기타 비금속광물 광업
산업,07290,그 외 기타 비금속광물 광업
산업,08,광업 지원 서비스업
산업,080,광업 지원 서비스업
산업,0800,광업 지원 서비스업
산업,08000,광업 지원 서비스업
산업,10,식료품 제조업
산업,101,"도축, 육류 가공 및 저장 처리업"
산업,1011,도축업
산업,10111,육류 도축업(가금류 제외)
산업,10112,가금류 도축업
산업,1012,육류 가공 및 저장 처리업
산업,10121,가금류 가공 및 저장 처리업
산업,10122,육류 포장육 및 냉동육 가공업(가금류 제외)
산업,10129,육류 기타 가공 및 저장 처리업(가금류 제외)
산업,102,수산물 가공 및 저장 처리업
산업,1021,수산동물 가공 및 저장 처리업
산업,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
산업,10212,수산동물 건조 및 염장품 제조업
산업,10213,수산동물 냉동품 제조업
산업,10219,기타 수산동물 가공 및 저장 처리업
산업,1022,수산식물 가공 및 저장 처리업
산업,10220,수산식물 가공 및 저장 처리업
산업,103,"과실, 채소 가공 및 저장 처리업"
산업,1030,"과실, 채소 가공 및 저장 처리업"
산업,10301,김치류 제조업
산업,10302,과실 및 그 외 채소 절임식품 제조업
산업,10309,기타 과실·채소 가공 및 저장 처리업
산업,104,동·식물성 유지 및 낙농제품 제조업
산업,1041,동물성 및 식물성 유지 제조업
산업,10411,동물성 유지 제조업
산업,10412,식물성 유지 제조업
산업,10413,식용 정제유 및 가공유 제조업
산업,1042,낙농제품 및 식용 빙과류 제조업
산업,10421,액상 시유 및 기타 낙농제품 제조업
산업,10422,아이스크림 및 기타 식용 빙과류 제조업
산업,105,"곡물 가공품, 전분 및 전분제품 제조업"
산업,1051,곡물 가공품 제조업
산업,10511,곡물 도정업
산업,10512,곡물 제분업
산업,10513,곡물 혼합 분말 및 반죽 제조업
산업,10519,기타 곡물 가공품 제조업
산업,1052,전분제품 및 당류 제조업
산업,10520,전분제품 및 당류 제조업
산업,106,"떡, 빵 및 과자류 제조업"
산업,1060,"떡, 빵 및 과자류 제조업"
산업,10601,떡류 제조업
산업,10602,빵류 제조업
산업,10603,과자류 및 코코아 제품 제조업
산업,107,도시락 및 식사용 조리식품 제조업
산업,1070,도시락 및 식사용 조리식품 제조업
산업,10701,도시락류 제조업
산업,10709,기타 식사용 가공처리 조리식품 제조업
산업,108,기타 식품 제조업
산업,1081,설탕 제조업
산업,10810,설탕 제조업
산업,1082,"면류, 마카로니 및 유사 식품 제조업"
산업,10820,"면류, 마카로니 및 유사 식품 제조업"
산업,1083,조미료 및 식품 첨가물 제조업
산업,10831,"식초, 발효 및 화학 조미료 제조업"
산업,10832,천연 및 혼합 조제 조미료 제조업
산업,10833,장류 제조업
산업,10839,기타 식품 첨가물 제조업
산업,1089,기타 식료품 제조업
산업,10891,커피 가공업
산업,10892,차류 가공업
산업,10893,수프 및 균질화식품 제조업
산업,10894,두부 및 유사 식품 제조업
산업,10895,인삼식품 제조업
산업,10896,건강 보조용 액화식품 제조업
산업,10897,건강 기능식품 제조업
산업,10899,그 외 기타 식료품 제조업
산업,109,동물용 사료 및 조제식품 제조업
산업,1090,동물용 사료 및 조제식품 제조업
산업,10901,반려동물용 사료 제조업
산업,10902,배합 사료 제조업
산업,10903,단미사료 및 기타 사료 제조업
산업,11,음료 제조업
산업,111,알코올 음료 제조업
산업,1111,발효주 제조업
산업,11111,탁주 및 약주 제조업
산업,11112,맥아 및 맥주 제조업
산업,11119,기타 발효주 제조업
산업,1112,증류주 및 합성주 제조업
산업,11121,주정 제조업
산업,11122,소주 제조업
산업,11129,기타 증류주 및 합성주 제조업
산업,112,비알코올 음료 및 얼음 제조업
산업,1120,비알코올 음료 및 얼음 제조업
산업,11201,얼음 제조업
산업,11202,생수 생산업
산업,11209,기타 비알코올 음료 제조업
산업,12,담배 제조업
산업,120,담배 제조업
산업,1200,담배 제조업
산업,12000,담배제품 제조업
산업,13,섬유제품 제조업; 의복 제외
산업,131,방적 및 가공사 제조업
산업,1310,방적 및 가공사 제조업
산업,13101,면 방적업
산업,13102,모 방적업
산업,13103,화학섬유 방적업
산업,13104,연사 및 가공사 제조업
산업,13109,기타 방적업
산업,132,직물 직조 및 직물제품 제조업
산업,1321,직물 직조업
산업,13211,면직물 직조업
산업,13212,모직물 직조업
산업,13213,화학섬유직물 직조업
산업,13219,특수직물 및 기타 직물 직조업
산업,1322,직물제품 제조업
산업,13221,침구 및 관련제품 제조업
산업,13222,자수제품 및 자수용 재료 제조업
산업,13223,커튼 및 유사 제품 제조업
산업,13224,"천막, 텐트 및 유사 제품 제조업"
산업,13225,직물포대 제조업
산업,13229,기타 직물제품 제조업
산업,133,편조 원단 제조업
산업,1330,편조 원단 제조업
산업,13300,편조 원단 제조업
산업,134,"섬유제품 염색, 정리 및 마무리 가공업"
산업,1340,"섬유제품 염색, 정리 및 마무리 가공업"
산업,13401,솜 및 실 염색 가공업
산업,13402,"직물, 편조 원단 및 의복류 염색 가공업"
산업,13403,날염 가공업
산업,13409,섬유제품 기타 정리 및 마무리 가공업
산업,139,기타 섬유제품 제조업
산업,1391,"카펫, 마루덮개 및 유사 제품 제조업"
산업,13910,"카펫, 마루덮개 및 유사 제품 제조업"
산업,1392,"끈, 로프, 망 및 끈 가공품 제조업"
산업,13921,끈 및 로프 제조업
산업,13922,어망 및 기타 끈 가공품 제조업
산업,1399,그 외 기타 섬유제품 제조업
산업,13991,세폭직물 제조업
산업,13992,부직포 및 펠트 제조업
산업,13993,특수사 및 코드직물 제조업
산업,13994,표면처리 및 적층 직물 제조업
산업,13999,그 외 기타 분류 안된 섬유제품 제조업
산업,14,"의복, 의복 액세서리 및 모피제품 제조업"
산업,141,봉제의복 제조업
산업,1411,겉옷 제조업
산업,14111,남자용 겉옷 제조업
산업,14112,여자용 겉옷 제조업
산업,1412,속옷 및 잠옷 제조업
산업,14120,속옷 및 잠옷 제조업
산업,1413,한복 제조업
산업,14130,한복 제조업
산업,1419,기타 봉제의복 제조업
산업,14191,셔츠 및 블라우스 제조업
산업,14192,"근무복, 작업복 및 유사 의복 제조업"
산업,14193,가죽의복 제조업
산업,14194,유아용 의복 제조업
산업,14199,그 외 기타 봉제의복 제조업
산업,142,모피제품 제조업
산업,1420,모피제품 제조업
산업,14200,모피제품 제조업
산업,143,편조의복 제조업
산업,1430,편조의복 제조업
산업,14300,편조의복 제조업
산업,144,의복 액세서리 제조업
산업,1441,편조 의복 액세서리 제조업
산업,14411,스타킹 및 기타양말 제조업
산업,14419,기타 편조 의복 액세서리 제조업
산업,1449,기타 의복 액세서리 제조업
산업,14491,모자 제조업
산업,14499,그 외 기타 의복 액세서리 제조업
산업,15,"가죽, 가방 및 신발 제조업"
산업,151,"가죽, 가방 및 유사 제품 제조업"
산업,1511,모피 및 가죽 제조업
산업,15110,모피 및 가죽 제조업
산업,1512,"핸드백, 가방 및 기타 보호용 케이스 제조업"
산업,15121,핸드백 및 지갑 제조업
산업,15129,가방 및 기타 보호용 케이스 제조업
산업,1519,기타 가죽제품 제조업
산업,15190,기타 가죽제품 제조업
산업,152,신발 및 신발 부분품 제조업
산업,1521,신발 제조업
산업,15211,구두류 제조업
산업,15219,기타 신발 제조업
산업,1522,신발 부분품 제조업
산업,15220,신발 부분품 제조업
산업,16,목재 및 나무제품 제조업; 가구 제외
산업,161,제재 및 목재 가공업
산업,1610,제재 및 목재 가공업
산업,16101,일반 제재업
산업,16102,표면 가공목재 및 특정 목적용 제재목 제조업
산업,16103,"목재 보존, 방부처리, 도장 및 유사 처리업"
산업,162,나무제품 제조업
산업,1621,"박판, 합판 및 강화 목제품 제조업"
산업,16211,"박판, 합판 및 유사 적층판 제조업"
산업,16212,강화 및 재생 목재 제조업
산업,1622,건축용 나무제품 제조업
산업,16221,목재 문 및 관련제품 제조업
산업,16229,기타 건축용 나무제품 제조업
산업,1623,"목재 상자, 드럼 및 적재판 제조업"
산업,16231,목재 깔판류 및 기타 적재판 제조업
산업,16232,"목재 포장용 상자, 드럼 및 유사 용기 제조업"
산업,1629,기타 나무제품 제조업
산업,16291,목재 도구 및 주방용 나무제품 제조업
산업,16292,장식용 목제품 제조업
산업,16299,그 외 기타 나무제품 제조업
산업,163,코르크 및 조물 제품 제조업
산업,1630,코르크 및 조물 제품 제조업
산업,16300,코르크 및 조물 제품 제조업
산업,17,"펄프, 종이 및 종이제품 제조업"
산업,171,"펄프, 종이 및 판지 제조업"
산업,1710,"펄프, 종이 및 판지 제조업"
산업,17101,펄프 제조업
산업,17102,신문용지 제조업
산업,17103,인쇄용 및 필기용 원지 제조업
산업,17104,골판지 원지 제조업
산업,17105,크라프트지 및 기타 상자용 판지 제조업
산업,17106,위생용 원지 제조업
산업,17109,기타 종이 및 판지 제조업
산업,172,"골판지, 종이 상자 및 종이 용기 제조업"
산업,1721,골판지 및 골판지 가공제품 제조업
산업,17211,골판지 제조업
산업,17212,골판지 상자 및 가공제품 제조업
산업,1722,"종이 포대, 판지 상자 및 종이 용기 제조업"
산업,17221,종이 포대 및 가방 제조업
산업,17222,판지 상자 및 용기 제조업
산업,17223,식품 위생용 종이 상자 및 용기 제조업
산업,17229,기타 종이 상자 및 용기 제조업
산업,179,기타 종이 및 판지 제품 제조업
산업,1790,기타 종이 및 판지 제품 제조업
산업,17901,문구용 종이제품 제조업
산업,17902,위생용 종이제품 제조업
산업,17903,벽지 및 장판지 제조업
산업,17904,"적층, 합성 및 특수 표면처리 종이 제조업"
산업,17909,그 외 기타 종이 및 판지 제품 제조업
산업,18,인쇄 및 기록매체 복제업
산업,181,인쇄 및 인쇄관련 산업
산업,1811,인쇄업
산업,18111,경 인쇄업
산업,18112,스크린 인쇄업
산업,18113,오프셋 인쇄업
산업,18119,기타 인쇄업
산업,1812,인쇄관련 산업
산업,18121,제판 및 조판업
산업,18122,제책업
산업,18129,기타 인쇄관련 산업
산업,182,기록매체 복제업
산업,1820,기록매체 복제업
산업,18200,기록매체 복제업
산업,19,"코크스, 연탄 및 석유정제품 제조업"
산업,191,코크스 및 연탄 제조업
산업,1910,코크스 및 연탄 제조업
산업,19100,코크스 및 연탄 제조업
산업,192,석유 정제품 제조업
산업,1921,원유 정제처리업
산업,19210,원유 정제처리업
산업,1922,석유 정제물 재처리업
산업,19221,윤활유 및 그리스 제조업
산업,19229,기타 석유 정제물 재처리업
산업,20,화학 물질 및 화학제품 제조업; 의약품 제외
산업,201,기초 화학물질 제조업
산업,2011,기초 유기화학 물질 제조업
산업,20111,석유화학계 기초 화학 물질 제조업
산업,20112,바이오매스계 기초 화학물질 제조업
산업,20119,기타 기초 유기화학 물질 제조업
산업,2012,기초 무기화학 물질 제조업
산업,20121,수소 제조업
산업,20122,"산소, 질소 및 기타 산업용 가스 제조업"
산업,20129,기타 기초 무기화학 물질 제조업
산업,2013,"무기 안료, 염료, 유연제 및 기타 착색제 제조업"
산업,20131,무기 안료용 금속 산화물 및 관련 제품 제조업
산업,20132,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업"
산업,202,합성고무 및 플라스틱 물질 제조업
산업,2020,합성고무 및 플라스틱 물질 제조업
산업,20201,합성고무 제조업
산업,20202,합성수지 및 기타 플라스틱 물질 제조업
산업,20203,혼성 및 재생 플라스틱 소재 물질 제조업
산업,203,"비료, 농약 및 살균·살충제 제조업"
산업,2031,비료 및 질소 화합물 제조업
산업,20311,"질소 화합물, 질소·인산 및 칼리질 화학비료 제조업"
산업,20312,복합비료 및 기타 화학비료 제조업
산업,20313,유기질 비료 및 상토 제조업
산업,2032,살균·살충제 및 농약 제조업
산업,20321,화학 살균·살충제 및 농업용 약제 제조업
산업,20322,생물 살균·살충제 및 식물보호제 제조업
산업,204,기타 화학제품 제조업
산업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
산업,20411,일반용 도료 및 관련제품 제조업
산업,20412,요업용 도포제 및 관련제품 제조업
산업,20413,인쇄 잉크 및 회화용 물감 제조업
산업,2042,"세제, 화장품 및 광택제 제조업"
산업,20421,계면활성제 제조업
산업,20422,"치약, 비누 및 기타 세제 제조업"
산업,20423,화장품 제조업
산업,20424,표면 광택제 및 실내 가향제 제조업
산업,2049,그 외 기타 화학제품 제조업
산업,20491,감광 재료 및 관련 화학제품 제조업
산업,20492,가공 및 정제염 제조업
산업,20493,접착제 및 젤라틴 제조업
산업,20494,화약 및 불꽃제품 제조업
산업,20495,바이오 연료 및 혼합물 제조업
산업,20499,그 외 기타 분류 안된 화학제품 제조업
산업,205,화학섬유 제조업
산업,2050,화학섬유 제조업
산업,20501,합성섬유 제조업
산업,20502,재생 섬유 제조업
산업,21,의료용 물질 및 의약품 제조업
산업,211,기초 의약 물질 제조업
산업,2110,기초 의약 물질 제조업
산업,21100,기초 의약 물질 제조업
산업,212,의약품 제조업
산업,2121,완제 의약품 제조업
산업,21211,생물 의약품 제조업
산업,21212,합성의약품 및 기타 완제 의약품 제조업
산업,2122,한의약품 제조업
산업,21220,한의약품 제조업
산업,2123,동물용 의약품 제조업
산업,21230,동물용 의약품 제조업
산업,213,의료용품 및 기타 의약 관련제품 제조업
산업,2130,의료용품 및 기타 의약 관련제품 제조업
산업,21301,체외 진단 시약 제조업
산업,21309,그 외 기타 의료용품 및 의약 관련제품 제조업
산업,22,고무 및 플라스틱제품 제조업
산업,221,고무제품 제조업
산업,2211,고무 타이어 및 튜브 제조업
산업,22110,고무 타이어 및 튜브 제조업
산업,2219,기타 고무제품 제조업
산업,22191,고무 패킹류 제조업
산업,22192,산업용 그 외 비경화 고무제품 제조업
산업,22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업
산업,22199,그 외 기타 고무제품 제조업
산업,222,플라스틱 제품 제조업
산업,2221,1차 플라스틱제품 제조업
산업,22211,"플라스틱 선, 봉, 관 및 호스 제조업"
산업,22212,플라스틱 필름 제조업
산업,22213,플라스틱 시트 및 판 제조업
산업,22214,플라스틱 합성피혁 제조업
산업,2222,건축용 플라스틱제품 제조업
산업,22221,벽 및 바닥 피복용 플라스틱 제품 제조업
산업,22222,설치용 및 위생용 플라스틱제품 제조업
산업,22223,플라스틱 창호 제조업
